[Gene ID]	[source_id]	[Min %ile (Within Chosen Samples)]	[Max %ile (Within Chosen Samples)]	[Gene Name or Symbol]	[gene_source_id]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 5]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 10]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 15]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 20]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 25]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 30]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 35]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 40]	[scaled  - Hour 5]	[scaled  - Hour 10]	[scaled  - Hour 15]	[scaled  - Hour 20]	[scaled  - Hour 25]	[scaled  - Hour 30]	[scaled  - Hour 35]	[scaled  - Hour 40]	
PF3D7_0728800	PF3D7_0728800.1	39.2	39.2	N/A	PF3D7_0728800	6.84	5.28	4.7	11.53	57.14	102.23	114.54	76.88	0.43	0.27	0.3	2.08	36.77	91.21	114.54	35.63	
PF3D7_0728900	PF3D7_0728900.1	66	66	N/A	PF3D7_0728900	26.8	60.71	77.28	82.64	96.44	127.64	133.08	95.24	1.7	3.13	4.97	14.89	62.06	113.87	133.08	44.14	
PF3D7_0729000	PF3D7_0729000.1	65.7	65.7	SRP9	PF3D7_0729000	26.46	59.52	63.89	56.46	66.86	61.8	85.43	77.05	1.67	3.06	4.11	10.17	43.03	55.13	85.43	35.71	
PF3D7_0729100	PF3D7_0729100.1	28.5	28.5	N/A	PF3D7_0729100	3.94	3.19	5.9	9.72	18.89	35.16	53.17	41.21	0.25	0.16	0.38	1.75	12.16	31.37	53.17	19.1	
PF3D7_0729200	PF3D7_0729200.1	26	26	AOP	PF3D7_0729200	3.38	2.62	1.49	3.38	8.59	25.94	33.68	23.51	0.21	0.13	0.1	0.61	5.53	23.14	33.68	10.9	
PF3D7_0729300	PF3D7_0729300.1	80.3	80.3	NMD3	PF3D7_0729300	66.37	96.1	114.06	100.21	107.43	68.88	38.01	14.19	4.2	4.95	7.34	18.06	69.13	61.45	38.01	6.58	
PF3D7_0729400	PF3D7_0729400.1	86.5	86.5	N/A	PF3D7_0729400	115.02	220.87	244.19	259.17	224	217.81	97.27	33.18	7.28	11.37	15.71	46.7	144.15	194.31	97.27	15.38	
PF3D7_0729500	PF3D7_0729500.1	77.9	77.9	N/A	PF3D7_0729500	54.63	58.56	69.29	82.99	91.74	74.34	62.56	33.97	3.46	3.01	4.46	14.95	59.04	66.32	62.56	15.75	
PF3D7_0729600	PF3D7_0729600.1	51.4	51.4	N/A	PF3D7_0729600	12.63	4.95	3.79	4.77	38.19	120.15	165.36	169.1	0.8	0.25	0.24	0.86	24.58	107.19	165.36	78.38	
PF3D7_0729700	PF3D7_0729700.1	42.6	42.6	N/A	PF3D7_0729700	8.08	1.83	0.9	0.45	0.76	1.14	2.26	8.3	0.51	0.09	0.06	0.08	0.49	1.02	2.26	3.85	
PF3D7_0729800	PF3D7_0729800.1	42.3	42.3	N/A	PF3D7_0729800	7.97	0.31	1.34	1	0.56	1.08	1.42	6.07	0.5	0.02	0.09	0.18	0.36	0.96	1.42	2.81	
PF3D7_0729900	PF3D7_0729900.1	12.5	12.5	N/A	PF3D7_0729900	1.23	1.12	0.6	0.64	1.18	1.02	1.06	1.45	0.08	0.06	0.04	0.12	0.76	0.91	1.06	0.67	
PF3D7_0730000	PF3D7_0730000.1	48.6	48.6	N/A	PF3D7_0730000	11.03	7.71	7.27	18.12	50	55.84	59.24	28.89	0.7	0.4	0.47	3.27	32.18	49.81	59.24	13.39	
PF3D7_0730100	PF3D7_0730100.1	20.1	20.1	N/A	PF3D7_0730100	2.35	2.28	3.92	12.31	36.1	39.13	24.03	9	0.15	0.12	0.25	2.22	23.23	34.91	24.03	4.17	
PF3D7_0730200	PF3D7_0730200.1	38.8	38.8	N/A	PF3D7_0730200	6.68	11.05	19.43	12.8	11.85	14.55	19.17	15.45	0.42	0.57	1.25	2.31	7.63	12.98	19.17	7.16	
PF3D7_0730300	PF3D7_0730300.1	96.7	96.7	AP2-L	PF3D7_0730300	564.02	540.6	513.03	250.88	237.78	186.16	89.9	44.81	35.7	27.83	33.02	45.21	153.02	166.08	89.9	20.77	
PF3D7_0730400	PF3D7_0730400.1	97.1	97.1	IMP2	PF3D7_0730400	618.69	151.19	19.76	8.41	10.93	21.77	25.31	116.34	39.16	7.78	1.27	1.52	7.04	19.42	25.31	53.92	
PF3D7_0730500	PF3D7_0730500.1	78.6	78.6	N/A	PF3D7_0730500	57.56	16.06	4.38	3.16	17.8	49.93	93.49	107.1	3.64	0.83	0.28	0.57	11.45	44.54	93.49	49.64	
PF3D7_0730800	PF3D7_0730800.1	99.6	99.6	N/A	PF3D7_0730800	3226.42	4349.67	3262.61	2171.98	781.67	187.84	55.76	40.8	204.23	223.94	209.96	391.37	503.04	167.58	55.76	18.91	
PF3D7_0730800	PF3D7_0730800.2	99.6	99.6	N/A	PF3D7_0730800	3226.42	4349.67	3262.61	2171.98	781.67	187.84	55.76	40.8	204.23	223.94	209.96	391.37	503.04	167.58	55.76	18.91	
PF3D7_0730900	PF3D7_0730900.1	68.6	68.6	PTP4	PF3D7_0730900	31.09	151.53	239.46	231.78	184.69	67.72	22.53	5.96	1.97	7.8	15.41	41.76	118.86	60.41	22.53	2.76	
PF3D7_0731100	PF3D7_0731100.1	94.6	94.6	PTP2	PF3D7_0731100	349.29	440.09	430.86	274.29	123.35	56.28	28.14	30.14	22.11	22.66	27.73	49.43	79.38	50.21	28.14	13.97	
PF3D7_0731200	PF3D7_0731200.1	88.8	88.8	N/A	PF3D7_0731200	146.06	109.44	115.61	41.35	8.55	11.05	11.93	11.71	9.25	5.63	7.44	7.45	5.5	9.86	11.93	5.43	
PF3D7_0731300	PF3D7_0731300.1	66.9	66.9	PfG174	PF3D7_0731300	28.09	438.94	1045.94	858.81	496.44	187.11	89.37	50.99	1.78	22.6	67.31	154.75	319.48	166.93	89.37	23.63	
PF3D7_0731400	PF3D7_0731400.1	91.6	91.6	FIKK7.2	PF3D7_0731400	204	30.67	27.96	40.49	64.01	58.48	37.26	32.47	12.91	1.58	1.8	7.3	41.19	52.17	37.26	15.05	
PF3D7_0731500	PF3D7_0731500.1	99.4	99.4	EBA175	PF3D7_0731500	2246.34	627.65	83.32	22.64	8.17	7.94	4.24	63.23	142.19	32.31	5.36	4.08	5.26	7.08	4.24	29.3	
PF3D7_0731600	PF3D7_0731600.1	54.1	54.1	ACS5	PF3D7_0731600	14.31	19.28	42.53	112.69	312.78	390.23	466.76	309.31	0.91	0.99	2.74	20.31	201.29	348.13	466.76	143.36	
PF3D7_0731700	PF3D7_0731700.1	25.4	25.4	N/A	PF3D7_0731700	3.28	2.44	2.82	3.64	11.91	15.77	27.74	20.34	0.21	0.13	0.18	0.66	7.66	14.07	27.74	9.43	
PF3D7_0731800	PF3D7_0731800.1	71.7	71.7	GEXP08	PF3D7_0731800	37.74	48.81	51.27	18.29	8.57	3.97	3.72	5.37	2.39	2.51	3.3	3.3	5.52	3.54	3.72	2.49	
PF3D7_0731900	PF3D7_0731900.1	7	7	RIF	PF3D7_0731900	0.43	0.47	0.21	0.41	0.26	0.11	0.15	0.2	0.03	0.02	0.01	0.07	0.17	0.1	0.15	0.09	
PF3D7_0732000	PF3D7_0732000.1	0	0	N/A	PF3D7_0732000	0	0.1	0.11	0	0.28	0.95	0.08	0.11	0	0.01	0.01	0	0.18	0.85	0.08	0.05	
PF3D7_0732100	PF3D7_0732100.1	6.9	6.9	VAR	PF3D7_0732100	0.4	0.28	0.99	0.76	0.19	0.17	0.05	0.15	0.03	0.01	0.06	0.14	0.12	0.15	0.05	0.07	
PF3D7_0732200	PF3D7_0732200.1	0	0	RIF	PF3D7_0732200	0	0	0	0.71	1.95	1.25	0.25	0	0	0	0	0.13	1.26	1.12	0.25	0	
PF3D7_0732300	PF3D7_0732300.1	3.6	3.6	RIF	PF3D7_0732300	0.1	0	0.29	0.1	0.16	0	0.07	0.09	0.01	0	0.02	0.02	0.1	0	0.07	0.04	
PF3D7_0732400	PF3D7_0732400.1	4.5	4.5	RIF	PF3D7_0732400	0.18	0.39	0.34	0.17	0.5	0.37	0	0.16	0.01	0.02	0.02	0.03	0.32	0.33	0	0.08	
PF3D7_0732500	PF3D7_0732500.1	9.7	9.7	RIF	PF3D7_0732500	0.82	0.24	0.61	0.35	0.89	0.38	0.06	0.08	0.05	0.01	0.04	0.06	0.57	0.34	0.06	0.04	
PF3D7_0732600	PF3D7_0732600.1	0	0	N/A	PF3D7_0732600	0	0.42	0.46	0.46	0.39	0	0	0	0	0.02	0.03	0.08	0.25	0	0	0	
PF3D7_0732700	PF3D7_0732700.1	5.9	5.9	RIF	PF3D7_0732700	0.28	0.08	0.18	0.36	0	0.1	0	0.09	0.02	0	0.01	0.07	0	0.09	0	0.04	
PF3D7_0732800	PF3D7_0732800.1	3.2	3.2	N/A	PF3D7_0732800	0.08	0	0.07	0.07	0.12	0.16	0	0.07	0	0	0	0.01	0.08	0.14	0	0.03	
PF3D7_0732900	PF3D7_0732900.1	14.9	14.9	RIF	PF3D7_0732900	1.6	1.33	1.44	3.93	7.14	1.97	1.64	4.42	0.1	0.07	0.09	0.71	4.6	1.76	1.64	2.05	
PF3D7_0733000	PF3D7_0733000.1	15.1	15.1	VAR	PF3D7_0733000	1.61	0.89	0.61	0.59	0.61	0.72	1.19	3.92	0.1	0.05	0.04	0.11	0.39	0.64	1.19	1.82	
PF3D7_0800100	PF3D7_0800100.1	21.4	21.4	VAR	PF3D7_0800100	2.53	1.88	2.56	2.97	5.5	2.68	4.73	12.85	0.16	0.1	0.16	0.53	3.54	2.39	4.73	5.96	
PF3D7_0800200	PF3D7_0800200.1	8.9	8.9	VAR	PF3D7_0800200	0.68	0.29	0.5	0.78	1.13	0.38	0.78	2.05	0.04	0.02	0.03	0.14	0.73	0.34	0.78	0.95	
PF3D7_0800300	PF3D7_0800300.1	9.3	9.3	VAR	PF3D7_0800300	0.76	0.73	0.72	0.77	1.7	1.4	1.72	3.14	0.05	0.04	0.05	0.14	1.1	1.25	1.72	1.46	
PF3D7_0800400	PF3D7_0800400.1	11.1	11.1	RIF	PF3D7_0800400	1.03	1.27	2.37	1.68	2.25	0.85	0.49	0.76	0.06	0.07	0.15	0.3	1.45	0.76	0.49	0.35	
PF3D7_0800500	PF3D7_0800500.1	0	0	RIF	PF3D7_0800500	0	0.16	0	0.52	0.15	0.09	0.19	0	0	0.01	0	0.09	0.09	0.08	0.19	0	
PF3D7_0800600	PF3D7_0800600.1	10.4	10.4	N/A	PF3D7_0800600	0.93	0.62	0.45	0.45	0.28	0.85	0.4	1.5	0.06	0.03	0.03	0.08	0.18	0.76	0.4	0.7	
PF3D7_0800700	PF3D7_0800700.1	10.3	10.3	SURF8.3	PF3D7_0800700	0.92	1.03	3.84	10.82	10.59	5.54	3.08	2.11	0.06	0.05	0.25	1.95	6.81	4.94	3.08	0.98	
PF3D7_0800750	PF3D7_0800750.1	32.5	32.5	N/A	PF3D7_0800750	4.78	1.72	1.36	2.21	2.59	1.66	1.09	1.63	0.3	0.09	0.09	0.4	1.66	1.48	1.09	0.76	
PF3D7_0800800	PF3D7_0800800.1	74.8	74.8	N/A	PF3D7_0800800	44.64	14.6	9.35	10.56	11.69	2.19	1.44	2.38	2.83	0.75	0.6	1.9	7.53	1.95	1.44	1.11	
PF3D7_0800900	PF3D7_0800900.1	76.3	76.3	N/A	PF3D7_0800900	49.03	32.88	10.19	4.46	1.82	1.5	0.88	0.59	3.1	1.69	0.66	0.8	1.17	1.34	0.88	0.27	
PF3D7_0801000	PF3D7_0801000.1	92.4	92.4	N/A	PF3D7_0801000	231.46	373.04	385.93	331.98	306.3	138.76	60.53	22.91	14.65	19.21	24.84	59.82	197.11	123.79	60.53	10.62	
PF3D7_0801300	PF3D7_0801300.1	17.8	17.8	WARP	PF3D7_0801300	1.98	3.51	1.24	1.68	1.23	0.61	1.76	1.18	0.13	0.18	0.08	0.3	0.79	0.54	1.76	0.55	
PF3D7_0801400	PF3D7_0801400.1	55.2	55.2	N/A	PF3D7_0801400	15.05	9.13	12.02	6.19	3.14	2.68	2.06	7.13	0.95	0.47	0.77	1.12	2.02	2.39	2.06	3.31	
PF3D7_0801500	PF3D7_0801500.1	66.8	66.8	NOL10	PF3D7_0801500	27.85	42.12	60.88	62.1	64.37	52.65	36.96	14.17	1.76	2.17	3.92	11.19	41.42	46.97	36.96	6.57	
PF3D7_0801600	PF3D7_0801600.1	11.5	11.5	N/A	PF3D7_0801600	1.08	2.38	2.6	2.07	4.6	12.89	17.17	15.15	0.07	0.12	0.17	0.37	2.96	11.5	17.17	7.02	
PF3D7_0801700	PF3D7_0801700.1	46.2	46.2	SENP2	PF3D7_0801700	9.71	20.59	34.2	61.18	92.38	134.58	140.84	79.91	0.61	1.06	2.2	11.02	59.45	120.07	140.84	37.04	
PF3D7_0801800	PF3D7_0801800.1	86.8	86.8	N/A	PF3D7_0801800	119.06	267.78	281.28	302.48	398.04	382.68	357.23	232.28	7.54	13.79	18.1	54.51	256.16	341.4	357.23	107.66	
PF3D7_0801900	PF3D7_0801900.1	62.7	62.7	N/A	PF3D7_0801900	22.22	47.44	100.89	81.6	52.51	36.26	28.67	15.58	1.41	2.44	6.49	14.7	33.79	32.35	28.67	7.22	
PF3D7_0802000	PF3D7_0802000.1	62.7	62.7	GDH3	PF3D7_0802000	22.06	31.02	106.71	281.69	528.02	532.57	360.44	196.15	1.4	1.6	6.87	50.76	339.8	475.12	360.44	90.92	
PF3D7_0802100	PF3D7_0802100.1	73	73	ApiAP2	PF3D7_0802100	40.35	11.13	3.34	1.92	1.73	6.97	35.54	93.73	2.55	0.57	0.21	0.35	1.12	6.22	35.54	43.44	
PF3D7_0802200	PF3D7_0802200.1	60.8	60.8	1-CysPxn	PF3D7_0802200	19.98	18.08	44.73	122.81	569.49	1385.67	1063.85	472.63	1.26	0.93	2.88	22.13	366.49	1236.2	1063.85	219.06	
PF3D7_0802300	PF3D7_0802300.1	60.8	60.8	PWP2	PF3D7_0802300	20.01	51.72	64.32	72.89	78.63	53.22	29.46	12.75	1.27	2.66	4.14	13.13	50.6	47.48	29.46	5.91	
PF3D7_0802400	PF3D7_0802400.1	59.7	59.7	N/A	PF3D7_0802400	19	40.98	51.32	56.76	53.41	47.91	42.22	26.88	1.2	2.11	3.3	10.23	34.37	42.74	42.22	12.46	
PF3D7_0802500	PF3D7_0802500.1	73.1	73.1	N/A	PF3D7_0802500	40.52	37.75	46.93	38	29.34	31.83	48.23	59.74	2.57	1.94	3.02	6.85	18.88	28.4	48.23	27.69	
PF3D7_0802600	PF3D7_0802600.1	85.3	85.3	ACbeta	PF3D7_0802600	98.58	26.4	5.81	2.85	3.43	5.64	16.14	90.35	6.24	1.36	0.37	0.51	2.2	5.03	16.14	41.87	
PF3D7_0802700	PF3D7_0802700.1	35	35	N/A	PF3D7_0802700	5.45	1.46	1.04	0.56	0.54	1.46	5.83	7.62	0.35	0.08	0.07	0.1	0.35	1.3	5.83	3.53	
PF3D7_0802800	PF3D7_0802800.1	83.4	83.4	CNA	PF3D7_0802800	85.68	20.91	3.68	1.78	1.32	3.56	29.06	138.5	5.42	1.08	0.24	0.32	0.85	3.18	29.06	64.19	
PF3D7_0802900	PF3D7_0802900.1	34.2	34.2	N/A	PF3D7_0802900	5.25	5.08	14.92	23.99	50.12	41.03	37.45	25.78	0.33	0.26	0.96	4.32	32.25	36.6	37.45	11.95	
PF3D7_0803000	PF3D7_0803000.1	71.4	71.4	CYP81	PF3D7_0803000	37.17	68.34	82.5	74.48	72.73	70.52	93.41	83.56	2.35	3.52	5.31	13.42	46.8	62.91	93.41	38.73	
PF3D7_0803100	PF3D7_0803100.1	89	89	UTP14	PF3D7_0803100	148.68	231.77	265.94	235.83	214.33	178.52	145.43	73.18	9.41	11.93	17.11	42.5	137.93	159.26	145.43	33.92	
PF3D7_0803200	PF3D7_0803200.1	86.6	86.6	N/A	PF3D7_0803200	116.35	29.14	7.77	5.32	3.22	18.46	104.52	352.68	7.36	1.5	0.5	0.96	2.07	16.46	104.52	163.46	
PF3D7_0803300	PF3D7_0803300.1	32.8	32.8	MORG1	PF3D7_0803300	4.83	2.38	1.07	3.03	15.15	21.52	24.34	42.08	0.31	0.12	0.07	0.55	9.75	19.19	24.34	19.5	
PF3D7_0803400	PF3D7_0803400.1	64.2	64.2	RAD54	PF3D7_0803400	24.3	13.89	6.7	3.58	13.64	74.5	128.1	189.39	1.54	0.71	0.43	0.64	8.78	66.46	128.1	87.78	
PF3D7_0803500	PF3D7_0803500.1	85.3	85.3	N/A	PF3D7_0803500	98.69	28.64	10.57	10.87	12.01	11.23	10.84	11.43	6.25	1.47	0.68	1.96	7.73	10.02	10.84	5.3	
PF3D7_0803600	PF3D7_0803600.1	71.2	71.2	N/A	PF3D7_0803600	36.75	25.28	26.76	25.44	25.2	29.29	52.4	71.91	2.33	1.3	1.72	4.58	16.22	26.13	52.4	33.33	
PF3D7_0803700	PF3D7_0803700.1	37.6	37.6	g-tub	PF3D7_0803700	6.3	4.25	3.4	10.23	45.87	85.44	111.51	99.78	0.4	0.22	0.22	1.84	29.52	76.22	111.51	46.24	
PF3D7_0803800	PF3D7_0803800.1	76	76	N/A	PF3D7_0803800	48.14	84.95	157.38	201.73	245.34	292.86	416.01	525.99	3.05	4.37	10.13	36.35	157.89	261.27	416.01	243.79	
PF3D7_0804000	PF3D7_0804000.1	86	86	N/A	PF3D7_0804000	107.32	105.42	130.27	166.48	174.12	163.15	165.87	117.52	6.79	5.43	8.38	30	112.05	145.55	165.87	54.47	
PF3D7_0804300	PF3D7_0804300.1	77.5	77.5	N/A	PF3D7_0804300	52.99	71.3	73.95	64.55	46.76	39.87	27.38	16.19	3.35	3.67	4.76	11.63	30.09	35.57	27.38	7.51	
PF3D7_0804400	PF3D7_0804400.1	25.9	25.9	METAP1c	PF3D7_0804400	3.35	2.35	1.41	2.42	10.84	24.73	45.07	47.82	0.21	0.12	0.09	0.44	6.97	22.07	45.07	22.16	
PF3D7_0804500	PF3D7_0804500.1	56.7	56.7	N/A	PF3D7_0804500	16.2	18.36	35.14	46.29	58.92	61.06	82.96	84.44	1.03	0.95	2.26	8.34	37.91	54.48	82.96	39.14	
PF3D7_0804600	PF3D7_0804600.1	68.7	68.7	N/A	PF3D7_0804600	31.28	59.88	74.04	75.55	83.43	68.03	54.62	35.18	1.98	3.08	4.76	13.61	53.69	60.69	54.62	16.3	
PF3D7_0804700	PF3D7_0804700.1	57	57	N/A	PF3D7_0804700	16.41	33.18	23.45	16.32	11.65	15.55	17.68	12.75	1.04	1.71	1.51	2.94	7.5	13.87	17.68	5.91	
PF3D7_0804800	PF3D7_0804800.1	75.8	75.8	CYP24	PF3D7_0804800	47.52	105.17	157.95	124.5	98.98	115.33	107.54	73.08	3.01	5.41	10.16	22.43	63.7	102.89	107.54	33.87	
PF3D7_0804900	PF3D7_0804900.1	83.2	83.2	N/A	PF3D7_0804900	84.37	48.92	38.25	36.67	40.05	37.83	45.33	68.77	5.34	2.52	2.46	6.61	25.77	33.74	45.33	31.88	
PF3D7_0805000	PF3D7_0805000.1	32.1	32.1	N/A	PF3D7_0805000	4.69	1.71	1.73	0.66	1.91	12.2	26.66	41.73	0.3	0.09	0.11	0.12	1.23	10.89	26.66	19.34	
PF3D7_0805100	PF3D7_0805100.1	47	47	N/A	PF3D7_0805100	10.18	5.7	2.6	1.47	0.6	0.76	1.22	3.22	0.64	0.29	0.17	0.27	0.38	0.68	1.22	1.49	
PF3D7_0805200	PF3D7_0805200.1	98.5	98.5	GAMER	PF3D7_0805200	1191.77	428.69	74.86	17.7	1.17	1.88	2.97	36.96	75.44	22.07	4.82	3.19	0.76	1.68	2.97	17.13	
PF3D7_0805300	PF3D7_0805300.1	92.8	92.8	N/A	PF3D7_0805300	248.86	42.35	5.09	1.77	1.12	4.23	4.38	16.34	15.75	2.18	0.33	0.32	0.72	3.77	4.38	7.57	
PF3D7_0805400	PF3D7_0805400.1	62.3	62.3	N/A	PF3D7_0805400	21.64	27.92	38.81	46.91	62.27	46.88	35.5	24.79	1.37	1.44	2.5	8.45	40.07	41.82	35.5	11.49	
PF3D7_0805500	PF3D7_0805500.1	65.9	65.9	N/A	PF3D7_0805500	26.64	38.11	40.82	18.55	9.28	11.75	24.69	40.68	1.69	1.96	2.63	3.34	5.97	10.48	24.69	18.85	
PF3D7_0805600	PF3D7_0805600.1	95.7	95.7	N/A	PF3D7_0805600	443.56	199.85	100.73	91.63	139.58	117.14	89.72	82.05	28.08	10.29	6.48	16.51	89.82	104.5	89.72	38.03	
PF3D7_0805700	PF3D7_0805700.1	39.6	39.6	FIKK8	PF3D7_0805700	6.97	2.18	0.81	0.36	1.57	5.98	24.44	51.93	0.44	0.11	0.05	0.06	1.01	5.34	24.44	24.07	
PF3D7_0805800	PF3D7_0805800.1	6.8	6.8	N/A	PF3D7_0805800	0.39	0.48	0.6	0.75	0.57	0.16	0.64	1.22	0.02	0.02	0.04	0.13	0.37	0.14	0.64	0.56	
PF3D7_0805900	PF3D7_0805900.1	40.3	40.3	N/A	PF3D7_0805900	7.2	14.42	18.59	18.01	31.02	25.99	14.98	12.27	0.46	0.74	1.2	3.24	19.96	23.19	14.98	5.69	
PF3D7_0806000	PF3D7_0806000.1	32.5	32.5	N/A	PF3D7_0806000	4.79	16.18	25.8	34.8	43.84	48.18	46.09	30.81	0.3	0.83	1.66	6.27	28.21	42.98	46.09	14.28	
PF3D7_0806100	PF3D7_0806100.1	47	47	N/A	PF3D7_0806100	10.15	26.76	40.48	51.59	43.43	45.03	60.24	49.22	0.64	1.38	2.6	9.3	27.95	40.17	60.24	22.81	
PF3D7_0806200	PF3D7_0806200.1	51.8	51.8	N/A	PF3D7_0806200	12.9	3.6	1.57	0.67	0.54	1.35	11	47.55	0.82	0.19	0.1	0.12	0.35	1.21	11	22.04	
PF3D7_0806300	PF3D7_0806300.1	43.7	43.7	N/A	PF3D7_0806300	8.55	2.56	1.31	0.75	0.42	0.5	12.7	43.56	0.54	0.13	0.08	0.13	0.27	0.44	12.7	20.19	
PF3D7_0806400	PF3D7_0806400.1	29.6	29.6	N/A	PF3D7_0806400	4.2	1.52	1.1	0.73	1.09	4.96	17.38	33.23	0.27	0.08	0.07	0.13	0.7	4.42	17.38	15.4	
PF3D7_0806500	PF3D7_0806500.1	88.9	88.9	N/A	PF3D7_0806500	147.73	67.21	50.16	53.18	57.68	55.37	51.54	61.03	9.35	3.46	3.23	9.58	37.12	49.4	51.54	28.29	
PF3D7_0806600	PF3D7_0806600.1	56.8	56.8	N/A	PF3D7_0806600	16.23	45.46	68.79	33.48	14.67	13.84	19.88	10.98	1.03	2.34	4.43	6.03	9.44	12.35	19.88	5.09	
PF3D7_0806700	PF3D7_0806700.1	59.9	59.9	N/A	PF3D7_0806700	19.16	53.8	69.35	51.99	36.5	48.2	60.77	40.41	1.21	2.77	4.46	9.37	23.49	43	60.77	18.73	
PF3D7_0806800	PF3D7_0806800.1	95.1	95.1	N/A	PF3D7_0806800	378.61	228.34	207.81	207.52	184.44	158.64	160.55	192.67	23.97	11.76	13.37	37.39	118.7	141.53	160.55	89.3	
PF3D7_0806900	PF3D7_0806900.1	41	41	N/A	PF3D7_0806900	7.42	6.56	8.53	13.56	15.39	21.84	28.52	32.78	0.47	0.34	0.55	2.44	9.91	19.48	28.52	15.19	
PF3D7_0807000	PF3D7_0807000.1	54.4	54.4	N/A	PF3D7_0807000	14.47	30.59	46.82	62.61	68.43	87.89	77.18	62.04	0.92	1.57	3.01	11.28	44.04	78.41	77.18	28.75	
PF3D7_0807100	PF3D7_0807100.1	59	59	DHH1	PF3D7_0807100	18.27	31.53	41.2	38.77	36.11	35.95	41.41	29.97	1.16	1.62	2.65	6.99	23.24	32.08	41.41	13.89	
PF3D7_0807200	PF3D7_0807200.1	47.5	47.5	N/A	PF3D7_0807200	10.4	35.19	69.56	64.61	45.68	49.95	43.77	31.83	0.66	1.81	4.48	11.64	29.4	44.56	43.77	14.75	
PF3D7_0807300	PF3D7_0807300.1	76.5	76.5	RAB18	PF3D7_0807300	49.77	82.71	96.9	115.95	95.76	89.68	115.71	128.3	3.15	4.26	6.24	20.89	61.63	80.01	115.71	59.47	
PF3D7_0807400	PF3D7_0807400.1	71.2	71.2	COQ10	PF3D7_0807400	36.8	8.14	2.22	4.42	14.8	49.47	51.6	61.95	2.33	0.42	0.14	0.8	9.53	44.14	51.6	28.71	
PF3D7_0807500	PF3D7_0807500.1	80.2	80.2	N/A	PF3D7_0807500	65.98	110.3	157.26	241.34	344.35	450.14	570.03	572.05	4.18	5.68	10.12	43.49	221.6	401.58	570.03	265.14	
PF3D7_0807600	PF3D7_0807600.1	84.5	84.5	N/A	PF3D7_0807600	92.18	169.4	230.14	223.65	211.14	210.74	197.11	136.36	5.84	8.72	14.81	40.3	135.88	188.01	197.11	63.2	
PF3D7_0807700	PF3D7_0807700.1	51.5	51.5	DegP	PF3D7_0807700	12.71	17.49	24.8	14.57	16.79	11.03	15.81	22.75	0.8	0.9	1.6	2.63	10.81	9.84	15.81	10.54	
PF3D7_0807800	PF3D7_0807800.1	82.7	82.7	RPN10	PF3D7_0807800	79.63	102.24	142.53	159.18	172.84	201.25	240.39	259.76	5.04	5.26	9.17	28.68	111.23	179.54	240.39	120.39	
PF3D7_0807900	PF3D7_0807900.1	75.3	75.3	TyrRS	PF3D7_0807900	45.87	124.94	191.83	226.17	206.81	181.29	165.1	163.95	2.9	6.43	12.35	40.75	133.09	161.73	165.1	75.99	
PF3D7_0808000	PF3D7_0808000.1	19.7	19.7	N/A	PF3D7_0808000	2.29	0.95	1.85	6.08	16.78	18.63	12.52	5.4	0.15	0.05	0.12	1.1	10.8	16.62	12.52	2.5	
PF3D7_0808100	PF3D7_0808100.1	24.6	24.6	N/A	PF3D7_0808100	3.1	6.89	12.1	14.49	18.05	17.31	25.24	23.74	0.2	0.35	0.78	2.61	11.61	15.44	25.24	11	
PF3D7_0808200	PF3D7_0808200.1	96	96	N/A	PF3D7_0808200	479.16	137.89	21.1	7.56	3.65	1.6	1.05	36.75	30.33	7.1	1.36	1.36	2.35	1.43	1.05	17.04	
PF3D7_0808300	PF3D7_0808300.1	97	97	N/A	PF3D7_0808300	599.34	386.5	386.06	204.05	125.16	121.75	240.26	325.05	37.94	19.9	24.84	36.77	80.54	108.62	240.26	150.66	
PF3D7_0808400	PF3D7_0808400.1	76	76	SEC28	PF3D7_0808400	48.33	49.54	60.18	55.65	55.39	63.92	103.12	133.84	3.06	2.55	3.87	10.03	35.64	57.02	103.12	62.03	
PF3D7_0808600	PF3D7_0808600.1	6.8	6.8	VAR	PF3D7_0808600	0.37	0.53	0.58	0.66	0.43	0.34	0.38	0.7	0.02	0.03	0.04	0.12	0.27	0.31	0.38	0.33	
PF3D7_0808700	PF3D7_0808700.1	10.2	10.2	VAR	PF3D7_0808700	0.9	0.54	0.81	0.94	0.77	0.81	1.48	2.65	0.06	0.03	0.05	0.17	0.49	0.72	1.48	1.23	
PF3D7_0808800	PF3D7_0808800.1	4.5	4.5	RIF	PF3D7_0808800	0.17	0.15	0.25	0.17	0.07	0	0.06	0	0.01	0.01	0.02	0.03	0.05	0	0.06	0	
